Code Domaine,Domaine,Code zone (FAO),Zone,Code Élément,Élément,Code Produit (SDG),Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"SDGB","Indicateurs ODD","278","Bonaire, Saint-Eustache et Saba","6176","Valeur","AG_LND_TOTL","15.1.1 Land area (thousands of hectares)","2020","2020","1000 ha","32.2","","","Global | FAO estimate based on FAOSTAT data from 2019 | Estimated data"
"SDGB","Indicateurs ODD","80","Bosnie-Herzégovine","6176","Valeur","AG_LND_TOTL","15.1.1 Land area (thousands of hectares)","2020","2020","1000 ha","5120","","","Global | FAO estimate based on FAOSTAT data from 2019 | Estimated data"
"SDGB","Indicateurs ODD","20","Botswana","6176","Valeur","AG_LND_TOTL","15.1.1 Land area (thousands of hectares)","2020","2020","1000 ha","56673","","","Global | FAO estimate based on FAOSTAT data from 2019 | Estimated data"
"SDGB","Indicateurs ODD","21","Brésil","6176","Valeur","AG_LND_TOTL","15.1.1 Land area (thousands of hectares)","2020","2020","1000 ha","835814","","","Global | FAO estimate based on FAOSTAT data from 2019 | Estimated data"
"SDGB","Indicateurs ODD","26","Brunéi Darussalam","6176","Valeur","AG_LND_TOTL","15.1.1 Land area (thousands of hectares)","2020","2020","1000 ha","527","","","Global | FAO estimate based on FAOSTAT data from 2019 | Estimated data"
"SDGB","Indicateurs ODD","27","Bulgarie","6176","Valeur","AG_LND_TOTL","15.1.1 Land area (thousands of hectares)","2020","2020","1000 ha","10856","","","Global | FAO estimate based on FAOSTAT data from 2019 | Estimated data"
"SDGB","Indicateurs ODD","233","Burkina Faso","6176","Valeur","AG_LND_TOTL","15.1.1 Land area (thousands of hectares)","2020","2020","1000 ha","27360","","","Global | FAO estimate based on FAOSTAT data from 2019 | Estimated data"
"SDGB","Indicateurs ODD","29","Burundi","6176","Valeur","AG_LND_TOTL","15.1.1 Land area (thousands of hectares)","2020","2020","1000 ha","2568","","","Global | FAO estimate based on FAOSTAT data from 2019 | Estimated data"
"SDGB","Indicateurs ODD","35","Cabo Verde","6176","Valeur","AG_LND_TOTL","15.1.1 Land area (thousands of hectares)","2020","2020","1000 ha","403","","","Global | FAO estimate based on FAOSTAT data from 2019 | Estimated data"
"SDGB","Indicateurs ODD","115","Cambodge","6176","Valeur","AG_LND_TOTL","15.1.1 Land area (thousands of hectares)","2020","2020","1000 ha","17652","","","Global | FAO estimate based on FAOSTAT data from 2019 | Estimated data"
"SDGB","Indicateurs ODD","32","Cameroun","6176","Valeur","AG_LND_TOTL","15.1.1 Land area (thousands of hectares)","2020","2020","1000 ha","47271","","","Global | FAO estimate based on FAOSTAT data from 2019 | Estimated data"
"SDGB","Indicateurs ODD","33","Canada","6176","Valeur","AG_LND_TOTL","15.1.1 Land area (thousands of hectares)","2020","2020","1000 ha","896559","","","Global | FAO estimate based on FAOSTAT data from 2019 | Estimated data"
"SDGB","Indicateurs ODD","40","Chili","6176","Valeur","AG_LND_TOTL","15.1.1 Land area (thousands of hectares)","2020","2020","1000 ha","74353.2","","","Global | FAO estimate based on FAOSTAT data from 2019 | Estimated data"
"SDGB","Indicateurs ODD","96","Chine - RAS de Hong-Kong","6176","Valeur","AG_LND_TOTL","15.1.1 Land area (thousands of hectares)","2020","2020","1000 ha","105","","","Global | FAO estimate based on FAOSTAT data from 2019 | Estimated data"
"SDGB","Indicateurs ODD","128","Chine - RAS de Macao","6176","Valeur","AG_LND_TOTL","15.1.1 Land area (thousands of hectares)","2020","2020","1000 ha","3.29","","","Global | FAO estimate based on FAOSTAT data from 2019 | Estimated data"
"SDGB","Indicateurs ODD","41","Chine, continentale","6176","Valeur","AG_LND_TOTL","15.1.1 Land area (thousands of hectares)","2020","2020","1000 ha","942470","","","Global | FAO estimate based on FAOSTAT data from 2019 | Estimated data"
"SDGB","Indicateurs ODD","50","Chypre","6176","Valeur","AG_LND_TOTL","15.1.1 Land area (thousands of hectares)","2020","2020","1000 ha","924","","","Global | FAO estimate based on FAOSTAT data from 2019 | Estimated data"
"SDGB","Indicateurs ODD","44","Colombie","6176","Valeur","AG_LND_TOTL","15.1.1 Land area (thousands of hectares)","2020","2020","1000 ha","110950","","","Global | FAO estimate based on FAOSTAT data from 2019 | Estimated data"
"SDGB","Indicateurs ODD","45","Comores","6176","Valeur","AG_LND_TOTL","15.1.1 Land area (thousands of hectares)","2020","2020","1000 ha","186.1","","","Global | FAO estimate based on FAOSTAT data from 2019 | Estimated data"
"SDGB","Indicateurs ODD","46","Congo","6176","Valeur","AG_LND_TOTL","15.1.1 Land area (thousands of hectares)","2020","2020","1000 ha","34150","","","Global | FAO estimate based on FAOSTAT data from 2019 | Estimated data"
"SDGB","Indicateurs ODD","48","Costa Rica","6176","Valeur","AG_LND_TOTL","15.1.1 Land area (thousands of hectares)","2020","2020","1000 ha","5106","","","Global | FAO estimate based on FAOSTAT data from 2019 | Estimated data"
"SDGB","Indicateurs ODD","107","Côte d'Ivoire","6176","Valeur","AG_LND_TOTL","15.1.1 Land area (thousands of hectares)","2020","2020","1000 ha","31800","","","Global | FAO estimate based on FAOSTAT data from 2019 | Estimated data"
"SDGB","Indicateurs ODD","98","Croatie","6176","Valeur","AG_LND_TOTL","15.1.1 Land area (thousands of hectares)","2020","2020","1000 ha","5596.4","","","Global | FAO estimate based on FAOSTAT data from 2019 | Estimated data"
"SDGB","Indicateurs ODD","49","Cuba","6176","Valeur","AG_LND_TOTL","15.1.1 Land area (thousands of hectares)","2020","2020","1000 ha","10380","","","Global | FAO estimate based on FAOSTAT data from 2019 | Estimated data"
"SDGB","Indicateurs ODD","279","Curaçao","6176","Valeur","AG_LND_TOTL","15.1.1 Land area (thousands of hectares)","2020","2020","1000 ha","44.4","","","Global | FAO estimate based on FAOSTAT data from 2019 | Estimated data"
"SDGB","Indicateurs ODD","54","Danemark","6176","Valeur","AG_LND_TOTL","15.1.1 Land area (thousands of hectares)","2020","2020","1000 ha","4000","","","Global | FAO estimate based on FAOSTAT data from 2019 | Estimated data"
"SDGB","Indicateurs ODD","72","Djibouti","6176","Valeur","AG_LND_TOTL","15.1.1 Land area (thousands of hectares)","2020","2020","1000 ha","2318","","","Global | FAO estimate based on FAOSTAT data from 2019 | Estimated data"
"SDGB","Indicateurs ODD","55","Dominique","6176","Valeur","AG_LND_TOTL","15.1.1 Land area (thousands of hectares)","2020","2020","1000 ha","75","","","Global | FAO estimate based on FAOSTAT data from 2019 | Estimated data"
"SDGB","Indicateurs ODD","59","Égypte","6176","Valeur","AG_LND_TOTL","15.1.1 Land area (thousands of hectares)","2020","2020","1000 ha","99545","","","Global | FAO estimate based on FAOSTAT data from 2019 | Estimated data"
"SDGB","Indicateurs ODD","60","El Salvador","6176","Valeur","AG_LND_TOTL","15.1.1 Land area (thousands of hectares)","2020","2020","1000 ha","2072","","","Global | FAO estimate based on FAOSTAT data from 2019 | Estimated data"
"SDGB","Indicateurs ODD","225","Émirats arabes unis","6176","Valeur","AG_LND_TOTL","15.1.1 Land area (thousands of hectares)","2020","2020","1000 ha","7102","","","Global | FAO estimate based on FAOSTAT data from 2019 | Estimated data"
"SDGB","Indicateurs ODD","58","Équateur","6176","Valeur","AG_LND_TOTL","15.1.1 Land area (thousands of hectares)","2020","2020","1000 ha","24836","","","Global | FAO estimate based on FAOSTAT data from 2019 | Estimated data"
"SDGB","Indicateurs ODD","178","Érythrée","6176","Valeur","AG_LND_TOTL","15.1.1 Land area (thousands of hectares)","2020","2020","1000 ha","12117.9","","","Global | FAO estimate based on FAOSTAT data from 2019 | Estimated data"
"SDGB","Indicateurs ODD","203","Espagne","6176","Valeur","AG_LND_TOTL","15.1.1 Land area (thousands of hectares)","2020","2020","1000 ha","49957","","","Global | FAO estimate based on FAOSTAT data from 2019 | Estimated data"
"SDGB","Indicateurs ODD","63","Estonie","6176","Valeur","AG_LND_TOTL","15.1.1 Land area (thousands of hectares)","2020","2020","1000 ha","4347","","","Global | FAO estimate based on FAOSTAT data from 2019 | Estimated data"
"SDGB","Indicateurs ODD","209","Eswatini","6176","Valeur","AG_LND_TOTL","15.1.1 Land area (thousands of hectares)","2020","2020","1000 ha","1720","","","Global | FAO estimate based on FAOSTAT data from 2019 | Estimated data"
"SDGB","Indicateurs ODD","231","États-Unis d'Amérique","6176","Valeur","AG_LND_TOTL","15.1.1 Land area (thousands of hectares)","2020","2020","1000 ha","914742","","","Global | FAO estimate based on FAOSTAT data from 2019 | Estimated data"
"SDGB","Indicateurs ODD","238","Éthiopie","6176","Valeur","AG_LND_TOTL","15.1.1 Land area (thousands of hectares)","2020","2020","1000 ha","112856","","","Global | FAO estimate based on FAOSTAT data from 2019 | Estimated data"
"SDGB","Indicateurs ODD","185","Fédération de Russie","6176","Valeur","AG_LND_TOTL","15.1.1 Land area (thousands of hectares)","2020","2020","1000 ha","1637687","","","Global | FAO estimate based on FAOSTAT data from 2019 | Estimated data"
"SDGB","Indicateurs ODD","66","Fidji","6176","Valeur","AG_LND_TOTL","15.1.1 Land area (thousands of hectares)","2020","2020","1000 ha","1827","","","Global | FAO estimate based on FAOSTAT data from 2019 | Estimated data"
"SDGB","Indicateurs ODD","67","Finlande","6176","Valeur","AG_LND_TOTL","15.1.1 Land area (thousands of hectares)","2020","2020","1000 ha","30393","","","Global | FAO estimate based on FAOSTAT data from 2019 | Estimated data"
"SDGB","Indicateurs ODD","68","France","6176","Valeur","AG_LND_TOTL","15.1.1 Land area (thousands of hectares)","2020","2020","1000 ha","54755.7","","","Global | FAO estimate based on FAOSTAT data from 2019 | Estimated data"
"SDGB","Indicateurs ODD","74","Gabon","6176","Valeur","AG_LND_TOTL","15.1.1 Land area (thousands of hectares)","2020","2020","1000 ha","25767","","","Global | FAO estimate based on FAOSTAT data from 2019 | Estimated data"
"SDGB","Indicateurs ODD","75","Gambie","6176","Valeur","AG_LND_TOTL","15.1.1 Land area (thousands of hectares)","2020","2020","1000 ha","1012","","","Global | FAO estimate based on FAOSTAT data from 2019 | Estimated data"
"SDGB","Indicateurs ODD","73","Géorgie","6176","Valeur","AG_LND_TOTL","15.1.1 Land area (thousands of hectares)","2020","2020","1000 ha","6949","","","Global | FAO estimate based on FAOSTAT data from 2019 | Estimated data"
"SDGB","Indicateurs ODD","271","Géorgie du Sud-et-Îles Sandwich du Sud","6176","Valeur","AG_LND_TOTL","15.1.1 Land area (thousands of hectares)","2020","2020","1000 ha","390.3","","","Global | Not in FAOSTAT. Data from Website. | Estimated data"
"SDGB","Indicateurs ODD","81","Ghana","6176","Valeur","AG_LND_TOTL","15.1.1 Land area (thousands of hectares)","2020","2020","1000 ha","22754","","","Global | FAO estimate based on FAOSTAT data from 2019 | Estimated data"
"SDGB","Indicateurs ODD","82","Gibraltar","6176","Valeur","AG_LND_TOTL","15.1.1 Land area (thousands of hectares)","2020","2020","1000 ha","1","","","Global | FAO estimate based on FAOSTAT data from 2019 | Estimated data"
"SDGB","Indicateurs ODD","84","Grèce","6176","Valeur","AG_LND_TOTL","15.1.1 Land area (thousands of hectares)","2020","2020","1000 ha","12890","","","Global | FAO estimate based on FAOSTAT data from 2019 | Estimated data"
"SDGB","Indicateurs ODD","86","Grenade","6176","Valeur","AG_LND_TOTL","15.1.1 Land area (thousands of hectares)","2020","2020","1000 ha","34","","","Global | FAO estimate based on FAOSTAT data from 2019 | Estimated data"
"SDGB","Indicateurs ODD","85","Groenland","6176","Valeur","AG_LND_TOTL","15.1.1 Land area (thousands of hectares)","2020","2020","1000 ha","41045","","","Global | FAO estimate based on FAOSTAT data from 2019 | Estimated data"
"SDGB","Indicateurs ODD","87","Guadeloupe","6176","Valeur","AG_LND_TOTL","15.1.1 Land area (thousands of hectares)","2020","2020","1000 ha","162","","","Global | FAO estimate based on FAOSTAT data from 2019 | Estimated data"
"SDGB","Indicateurs ODD","88","Guam","6176","Valeur","AG_LND_TOTL","15.1.1 Land area (thousands of hectares)","2020","2020","1000 ha","54","","","Global | FAO estimate based on FAOSTAT data from 2019 | Estimated data"
"SDGB","Indicateurs ODD","89","Guatemala","6176","Valeur","AG_LND_TOTL","15.1.1 Land area (thousands of hectares)","2020","2020","1000 ha","10716","","","Global | FAO estimate based on FAOSTAT data from 2019 | Estimated data"
"SDGB","Indicateurs ODD","274","Guernesey","6176","Valeur","AG_LND_TOTL","15.1.1 Land area (thousands of hectares)","2020","2020","1000 ha","7.8","","","Global | Not in FAOSTAT. Data fron national website. Refers to the Bailiwick of Guernsey, which includes the island of Guernsey, SARK and some minor islands, same as in FRA 2015 and previous  SDG submissions | Country data"
"SDGB","Indicateurs ODD","90","Guinée","6176","Valeur","AG_LND_TOTL","15.1.1 Land area (thousands of hectares)","2020","2020","1000 ha","24572","","","Global | FAO estimate based on FAOSTAT data from 2019 | Estimated data"
"SDGB","Indicateurs ODD","61","Guinée équatoriale","6176","Valeur","AG_LND_TOTL","15.1.1 Land area (thousands of hectares)","2020","2020","1000 ha","2805","","","Global | FAO estimate based on FAOSTAT data from 2019 | Estimated data"
"SDGB","Indicateurs ODD","175","Guinée-Bissau","6176","Valeur","AG_LND_TOTL","15.1.1 Land area (thousands of hectares)","2020","2020","1000 ha","2812","","","Global | FAO estimate based on FAOSTAT data from 2019 | Estimated data"
"SDGB","Indicateurs ODD","91","Guyana","6176","Valeur","AG_LND_TOTL","15.1.1 Land area (thousands of hectares)","2020","2020","1000 ha","19685","","","Global | FAO estimate based on FAOSTAT data from 2019 | Estimated data"
"SDGB","Indicateurs ODD","69","Guyane française","6176","Valeur","AG_LND_TOTL","15.1.1 Land area (thousands of hectares)","2020","2020","1000 ha","8281","","","Global | FAO estimate based on FAOSTAT data from 2019 | Estimated data"
"SDGB","Indicateurs ODD","93","Haïti","6176","Valeur","AG_LND_TOTL","15.1.1 Land area (thousands of hectares)","2020","2020","1000 ha","2756","","","Global | FAO estimate based on FAOSTAT data from 2019 | Estimated data"
"SDGB","Indicateurs ODD","95","Honduras","6176","Valeur","AG_LND_TOTL","15.1.1 Land area (thousands of hectares)","2020","2020","1000 ha","11189","","","Global | FAO estimate based on FAOSTAT data from 2019 | Estimated data"
"SDGB","Indicateurs ODD","97","Hongrie","6176","Valeur","AG_LND_TOTL","15.1.1 Land area (thousands of hectares)","2020","2020","1000 ha","9126","","","Global | FAO estimate based on FAOSTAT data from 2019 | Estimated data"
"SDGB","Indicateurs ODD","42","Île Christmas","6176","Valeur","AG_LND_TOTL","15.1.1 Land area (thousands of hectares)","2020","2020","1000 ha","13.5","","","Global | In FAOSTAT included in Australia. Data from Website. | Estimated data"
"SDGB","Indicateurs ODD","264","Île de Man","6176","Valeur","AG_LND_TOTL","15.1.1 Land area (thousands of hectares)","2020","2020","1000 ha","57","","","Global | FAO estimate based on FAOSTAT data from 2019 | Estimated data"
"SDGB","Indicateurs ODD","161","Île Norfolk","6176","Valeur","AG_LND_TOTL","15.1.1 Land area (thousands of hectares)","2020","2020","1000 ha","4","","","Global | FAO estimate based on FAOSTAT data from 2019 | Estimated data"
"SDGB","Indicateurs ODD","259","Îles Anglo-Normandes","6176","Valeur","AG_LND_TOTL","15.1.1 Land area (thousands of hectares)","2020","2020","1000 ha","19.8","","","Global | FAO estimate based on FAOSTAT data from 2019 | Estimated data"
"SDGB","Indicateurs ODD","36","Îles Caïmanes","6176","Valeur","AG_LND_TOTL","15.1.1 Land area (thousands of hectares)","2020","2020","1000 ha","24","","","Global | FAO estimate based on FAOSTAT data from 2019 | Estimated data"
"SDGB","Indicateurs ODD","47","Îles Cook","6176","Valeur","AG_LND_TOTL","15.1.1 Land area (thousands of hectares)","2020","2020","1000 ha","24","","","Global | FAO estimate based on FAOSTAT data from 2019 | Estimated data"
"SDGB","Indicateurs ODD","284","Îles d'Åland","6176","Valeur","AG_LND_TOTL","15.1.1 Land area (thousands of hectares)","2020","2020","1000 ha","158","","","Global | In FAOSTAT included under Finland. Data from Website. | Estimated data"
"SDGB","Indicateurs ODD","43","Îles des Cocos (Keeling)","6176","Valeur","AG_LND_TOTL","15.1.1 Land area (thousands of hectares)","2020","2020","1000 ha","1.37","","","Global | In FAOSTAT included in Australia. Data from Website. | Estimated data"
"SDGB","Indicateurs ODD","65","Îles Falkland (Malvinas)","6176","Valeur","AG_LND_TOTL","15.1.1 Land area (thousands of hectares)","2020","2020","1000 ha","1217","","","Global | FAO estimate based on FAOSTAT data from 2019 | Estimated data"
"SDGB","Indicateurs ODD","64","Îles Féroé","6176","Valeur","AG_LND_TOTL","15.1.1 Land area (thousands of hectares)","2020","2020","1000 ha","139.6","","","Global | FAO estimate based on FAOSTAT data from 2019 | Estimated data"
"SDGB","Indicateurs ODD","92","Îles Heard et McDonald","6176","Valeur","AG_LND_TOTL","15.1.1 Land area (thousands of hectares)","2020","2020","1000 ha","36.8","","","Global | Not in FAOSTAT. Data from Website. | Estimated data"
"SDGB","Indicateurs ODD","163","Îles Mariannes du Nord","6176","Valeur","AG_LND_TOTL","15.1.1 Land area (thousands of hectares)","2020","2020","1000 ha","46","","","Global | FAO estimate based on FAOSTAT data from 2019 | Estimated data"
"SDGB","Indicateurs ODD","127","Îles Marshall","6176","Valeur","AG_LND_TOTL","15.1.1 Land area (thousands of hectares)","2020","2020","1000 ha","18","","","Global | FAO estimate based on FAOSTAT data from 2019 | Estimated data"
"SDGB","Indicateurs ODD","232","Îles mineures éloignées des États-Unis","6176","Valeur","AG_LND_TOTL","15.1.1 Land area (thousands of hectares)","2020","2020","1000 ha","3.42","","","Global | Not in FAOSTAT. Data from Website. | Estimated data"
"SDGB","Indicateurs ODD","25","Îles Salomon","6176","Valeur","AG_LND_TOTL","15.1.1 Land area (thousands of hectares)","2020","2020","1000 ha","2799","","","Global | FAO estimate based on FAOSTAT data from 2019 | Estimated data"
"SDGB","Indicateurs ODD","260","Îles Svalbard-et-Jan Mayen","6176","Valeur","AG_LND_TOTL","15.1.1 Land area (thousands of hectares)","2020","2020","1000 ha","6099.8","","","Global | Not in FAOSTAT. Data from national website (Statistics Norway) | Country data"
"SDGB","Indicateurs ODD","224","Îles Turques-et-Caïques","6176","Valeur","AG_LND_TOTL","15.1.1 Land area (thousands of hectares)","2020","2020","1000 ha","95","","","Global | FAO estimate based on FAOSTAT data from 2019 | Estimated data"
"SDGB","Indicateurs ODD","240","Îles Vierges américaines","6176","Valeur","AG_LND_TOTL","15.1.1 Land area (thousands of hectares)","2020","2020","1000 ha","35","","","Global | FAO estimate based on FAOSTAT data from 2019 | Estimated data"
"SDGB","Indicateurs ODD","239","Îles Vierges britanniques","6176","Valeur","AG_LND_TOTL","15.1.1 Land area (thousands of hectares)","2020","2020","1000 ha","15","","","Global | FAO estimate based on FAOSTAT data from 2019 | Estimated data"
"SDGB","Indicateurs ODD","243","Îles Wallis-et-Futuna","6176","Valeur","AG_LND_TOTL","15.1.1 Land area (thousands of hectares)","2020","2020","1000 ha","14","","","Global | FAO estimate based on FAOSTAT data from 2019 | Estimated data"
"SDGB","Indicateurs ODD","100","Inde","6176","Valeur","AG_LND_TOTL","15.1.1 Land area (thousands of hectares)","2020","2020","1000 ha","297319","","","Global | FAO estimate based on FAOSTAT data from 2019 | Estimated data"
"SDGB","Indicateurs ODD","101","Indonésie","6176","Valeur","AG_LND_TOTL","15.1.1 Land area (thousands of hectares)","2020","2020","1000 ha","187752","","","Global | FAO estimate based on FAOSTAT data from 2019 | Estimated data"
"SDGB","Indicateurs ODD","102","Iran (République islamique d')","6176","Valeur","AG_LND_TOTL","15.1.1 Land area (thousands of hectares)","2020","2020","1000 ha","162876","","","Global | FAO estimate based on FAOSTAT data from 2019 | Estimated data"
"SDGB","Indicateurs ODD","103","Iraq","6176","Valeur","AG_LND_TOTL","15.1.1 Land area (thousands of hectares)","2020","2020","1000 ha","43412.8","","","Global | FAO estimate based on FAOSTAT data from 2019 | Estimated data"
"SDGB","Indicateurs ODD","104","Irlande","6176","Valeur","AG_LND_TOTL","15.1.1 Land area (thousands of hectares)","2020","2020","1000 ha","6889","","","Global | FAO estimate based on FAOSTAT data from 2019 | Estimated data"
"SDGB","Indicateurs ODD","99","Islande","6176","Valeur","AG_LND_TOTL","15.1.1 Land area (thousands of hectares)","2020","2020","1000 ha","10083","","","Global | FAO estimate based on FAOSTAT data from 2019 | Estimated data"
"SDGB","Indicateurs ODD","105","Israël","6176","Valeur","AG_LND_TOTL","15.1.1 Land area (thousands of hectares)","2020","2020","1000 ha","2164","","","Global | FAO estimate based on FAOSTAT data from 2019 | Estimated data"
"SDGB","Indicateurs ODD","106","Italie","6176","Valeur","AG_LND_TOTL","15.1.1 Land area (thousands of hectares)","2020","2020","1000 ha","29571.7","","","Global | FAO estimate based on FAOSTAT data from 2019 | Estimated data"
"SDGB","Indicateurs ODD","109","Jamaïque","6176","Valeur","AG_LND_TOTL","15.1.1 Land area (thousands of hectares)","2020","2020","1000 ha","1083","","","Global | FAO estimate based on FAOSTAT data from 2019 | Estimated data"
"SDGB","Indicateurs ODD","110","Japon","6176","Valeur","AG_LND_TOTL","15.1.1 Land area (thousands of hectares)","2020","2020","1000 ha","36450","","","Global | FAO estimate based on FAOSTAT data from 2019 | Estimated data"
"SDGB","Indicateurs ODD","283","Jersey","6176","Valeur","AG_LND_TOTL","15.1.1 Land area (thousands of hectares)","2020","2020","1000 ha","12","","","Global | Not in FAOSTAT. Data from national website | Country data"
